Id,Neighborhood,lat,lon,price
507,SawyerW,42.03345421274467,-93.68657556778645,215000
508,Somerst,42.05353792188193,-93.64710938161333,208300
509,OldTown,42.03009089223643,-93.61835416766594,161000
510,NAmes,42.0408144233151,-93.62397797808572,124500
511,NAmes,42.047163444337286,-93.62297680499826,164900
512,NridgHt,42.063794220439284,-93.66083680660499,202665
513,NAmes,42.043108742223644,-93.61661209734434,129900
514,Mitchel,41.9883406659522,-93.60539753061806,134000
515,Crawfor,42.012815896872915,-93.6204261583284,96500
516,NridgHt,42.05960405727299,-93.65441346025266,402861
517,NWAmes,42.042391794000636,-93.63668748897514,158000
518,NoRidge,42.04810778728651,-93.65313196274977,265000
519,CollgCr,42.02034773593308,-93.66997868281352,211000
520,Crawfor,42.005519195594175,-93.61686457550447,234000
521,OldTown,42.03234897909454,-93.61960139855388,106250
522,NAmes,42.046842822360944,-93.61824423271632,150000
523,BrkSide,42.03258460238596,-93.62646188061686,159000
524,Edwards,42.02254983795094,-93.66095296041665,184750
525,NoRidge,42.05419682999199,-93.65527554980905,315750
526,Somerst,42.052898903973166,-93.64777956775497,176000
527,NAmes,42.03970127412679,-93.6213830744055,132000
528,NridgHt,42.06202695094613,-93.64928238157715,446261
529,Edwards,42.021459734539015,-93.65601970304748,86000
530,Crawfor,42.01044389381072,-93.58202959486242,200624
531,Timber,42.00169230951212,-93.64443305312739,175000
532,BrkSide,42.02798148247978,-93.62589732785071,128000
533,NAmes,42.04476203882113,-93.62032371580939,107500
534,BrkSide,42.03423829053026,-93.62817789598743,39300
535,Gilbert,42.10818514869218,-93.65596331520418,178000
536,Edwards,42.021822008312014,-93.65504506793994,107500
537,CollgCr,42.02009215613335,-93.66068476785577,188000
538,NAmes,42.04278518003101,-93.61818019272292,111250
539,Sawyer,42.03166678417279,-93.67285594213766,158000
540,CollgCr,42.0196313492544,-93.6674900580789,272000
541,Timber,42.000989936549075,-93.64398056254316,315000
542,NoRidge,42.05609727479611,-93.65760256728137,248000
543,NWAmes,42.04257638585104,-93.62657694940972,213250
544,NAmes,42.0460080143452,-93.61976528708,133000
545,Gilbert,42.10345066801314,-93.63685049240449,179665
546,NWAmes,42.04238991747413,-93.63220481733686,229000
547,BrkSide,42.028811023697415,-93.62519477461271,210000
548,Mitchel,41.996358592545185,-93.61025771553979,129500
549,OldTown,42.033488311531066,-93.61093841154363,125000
550,Somerst,42.047420287965856,-93.6431350687745,263000
551,NPkVill,42.04964587244357,-93.62908746573596,140000
552,OldTown,42.030439500246054,-93.61961265710083,112500
553,NridgHt,42.05880723686965,-93.64752438033906,255500
554,Edwards,42.02606272607529,-93.65621761755136,108000
555,NridgHt,42.062901061819325,-93.65797871227672,284000
556,BrkSide,42.03334997360593,-93.62640756149379,113000
557,NAmes,42.04671409319457,-93.62309648161502,141000
558,IDOTRR,42.021281573177994,-93.62494116586107,108000
559,Gilbert,42.096653428915566,-93.64375663610866,175000
560,Blmngtn,42.060406991372446,-93.64465836406424,234000
561,Sawyer,42.0352369838731,-93.66940931997128,121500
562,Mitchel,41.99630277872014,-93.60795980913598,170000
563,Edwards,42.02257771687391,-93.65764234257209,108000
564,Edwards,42.02264867972993,-93.65885052374287,185000
565,NoRidge,42.05491621929899,-93.65303035455945,268000
566,SWISU,42.00909200297433,-93.65931888649727,128000
567,StoneBr,42.05665241053416,-93.63175853946053,325000
568,NridgHt,42.063509816618534,-93.65873608285227,214000
569,SawyerW,42.03403323930929,-93.68382498811037,316600
570,NAmes,42.04598263298659,-93.62078739718416,135960
571,NAmes,42.04230479564741,-93.62200672652088,142600
572,NAmes,42.04549818508985,-93.6236453851729,120000
573,Timber,42.00056773406923,-93.64151069485408,224500
574,Gilbert,42.11296707190135,-93.65778155141743,170000
575,NAmes,42.04681074386849,-93.6167312706139,139000
576,NAmes,42.039197540815834,-93.61460382830336,118500
577,SWISU,42.009242008379154,-93.6652010501176,145000
578,Sawyer,42.034218512614125,-93.67596047559515,164500
579,Somerst,42.0480653556237,-93.64853223382545,146000
580,OldTown,42.02971391794515,-93.61544805916999,131500
581,NAmes,42.04227322345769,-93.62036882537224,181900
582,NridgHt,42.058163720054985,-93.6466914926015,253293
583,Edwards,42.02207399082066,-93.65553606583971,118500
584,OldTown,42.03188031797699,-93.61913489877008,325000
585,BrkSide,42.03074986692097,-93.62755932165271,133000
586,Timber,41.99797061318767,-93.64772850200316,369900
587,BrkSide,42.03202686178785,-93.62858648247887,130000
588,Sawyer,42.03283321967389,-93.67007904022921,137000
589,ClearCr,42.03089790853754,-93.65324079150487,143000
590,BrkSide,42.03261657738721,-93.62703381656576,79500
591,CollgCr,42.01775407802848,-93.66697291376062,185900
592,NridgHt,42.05971764982567,-93.65306417986685,451950
593,Mitchel,41.997279034708335,-93.60069514830334,138000
594,CollgCr,42.018369899442845,-93.66289503494302,140000
595,CollgCr,42.01811339985035,-93.66987901272095,110000
596,StoneBr,42.063208410985276,-93.62983772659561,319000
597,OldTown,42.03221206374899,-93.61802318764455,114504
598,Blmngtn,42.06087434760846,-93.63571164972909,194201
599,Crawfor,42.02447520780402,-93.60231282506918,217500
600,Blueste,42.00902565724943,-93.64582606787219,151000
601,NridgHt,42.06456799052879,-93.65876678204278,275000
602,IDOTRR,42.022209618768365,-93.62199419151457,141000
603,SawyerW,42.03169394143986,-93.68646320662761,220000
604,Somerst,42.054122232699065,-93.6461077572499,151000
605,CollgCr,42.019753503552316,-93.66275452000903,221000
606,NAmes,42.04586992798463,-93.62140503176899,205000
607,CollgCr,42.01804050565706,-93.66798073085847,152000
608,Edwards,42.02569520374114,-93.654023080037,225000
609,Crawfor,42.0226201010707,-93.60507934791289,359100
610,Sawyer,42.03115456885851,-93.6695012791836,118500
611,CollgCr,42.02150524716758,-93.6629248848124,313000
612,NWAmes,42.03992745635001,-93.62674799655917,148000
613,CollgCr,42.0190209477257,-93.6674523633398,261500
614,Mitchel,41.99294043709203,-93.6067798640302,147000
615,MeadowV,41.99252581245625,-93.60479981551964,75500
616,NAmes,42.0475154063255,-93.6177674143058,137500
617,Gilbert,42.10825101720495,-93.63732370051054,183200
618,NAmes,42.044715874816916,-93.61545332614853,105500
619,NridgHt,42.066084906681596,-93.65563305611286,314813
620,Timber,42.00030720265763,-93.6477771617105,305000
621,Edwards,42.0218037826093,-93.65667853766756,67000
622,NWAmes,42.040330381187076,-93.6334234791466,240000
623,Sawyer,42.03311139419613,-93.6732312593316,135000
624,Somerst,42.052420676544685,-93.64047429111764,168500
625,NWAmes,42.04209135342657,-93.63439197290552,165150
626,NAmes,42.04033609585963,-93.61485934637356,160000
627,NAmes,42.04152920097137,-93.61920418719848,139900
628,NAmes,42.04566968235357,-93.6145119741286,153000
629,NAmes,42.03874853688732,-93.61975199954985,135000
630,NAmes,42.04350797317458,-93.61732658689331,168500
631,OldTown,42.0330890638124,-93.6138415627459,124000
632,NridgHt,42.06636882370591,-93.66141232215583,209500
633,NWAmes,42.0447539459023,-93.63508322954253,82500
634,NAmes,42.04115343481755,-93.62021463214715,139400
635,OldTown,42.028830158305695,-93.61142104804057,144000
636,SWISU,42.0080517714146,-93.65120665108536,200000
637,BrkSide,42.0321508030821,-93.62758946772307,60000
638,OldTown,42.033532494758184,-93.61887202228479,93000
639,Edwards,42.02358099781259,-93.66286558384323,85000
640,Blmngtn,42.06152880743176,-93.64040710370315,264561
641,NridgHt,42.06275380259318,-93.64981777395809,274000
642,Somerst,42.05281255705502,-93.64334596590872,226000
643,NAmes,42.039519599285406,-93.61987372723185,345000
644,NWAmes,42.04325007476378,-93.63572437145041,152000
645,Somerst,42.048932546539945,-93.64031044367101,370878
646,NAmes,42.04272354515421,-93.62245002381867,143250
647,NAmes,42.0426508147043,-93.6236282955733,98300
648,Edwards,42.02339625462024,-93.65926440340377,155000
649,NAmes,42.04228129126349,-93.61808884848962,155000
650,MeadowV,41.9925400731941,-93.6042841398631,84500
651,Somerst,42.05414088480182,-93.64161731709954,205950
652,Edwards,42.021834441501454,-93.66030816412733,108000
653,CollgCr,42.02063179016752,-93.66581967347872,191000
654,IDOTRR,42.0210447855218,-93.62049078084185,135000
655,NoRidge,42.04622823901108,-93.65428312788217,350000
656,BrDale,42.051054273233284,-93.63266174125226,88000
657,NAmes,42.04669389644934,-93.6156659452165,145500
658,Crawfor,42.02424203347741,-93.58680907563782,149000
659,NAmes,42.04516238203156,-93.6149461543442,97500
660,Edwards,42.02177424550657,-93.65912913142557,167000
661,NWAmes,42.0386695760032,-93.62611221942245,197900
662,NoRidge,42.052256385005585,-93.65645528131056,402000
663,NAmes,42.047507143613274,-93.61562053653972,110000
664,Edwards,42.021742681324945,-93.65443911568029,137500
665,Somerst,42.050302933865375,-93.64686183891497,423000
666,Gilbert,42.10017330178225,-93.63981194987034,230500
667,NAmes,42.042343506526464,-93.61460511750559,129000
668,SawyerW,42.03603304335689,-93.68173371509786,193500
669,Sawyer,42.03209079070841,-93.67384351931437,168000
670,Crawfor,42.01985795250611,-93.60094384867097,137500
671,CollgCr,42.018354522711924,-93.67050762745214,173500
672,Edwards,42.021086621250895,-93.65570437316521,103600
673,Veenker,42.04088993474931,-93.6414076727281,165000
674,Crawfor,42.00601385241531,-93.63037759908325,257500
675,NAmes,42.04368489049059,-93.61403477126825,140000
676,NPkVill,42.050513844362285,-93.62659985725985,148500
677,OldTown,42.028319951877556,-93.61155203054683,87000
678,OldTown,42.028840513476034,-93.6159512017826,109500
679,StoneBr,42.05905473135789,-93.62832281889793,372500
680,Sawyer,42.03525932023643,-93.67142701181602,128500
681,SawyerW,42.032539345499075,-93.68229651036094,143000
682,SWISU,42.012821729142985,-93.66053555679028,159434
683,ClearCr,42.03126376887496,-93.65163172085254,173000
684,CollgCr,42.02005813315619,-93.66843758094556,285000
685,NoRidge,42.04809458756058,-93.65548745375933,221000
686,StoneBr,42.06140997093258,-93.63088448027462,207500
687,Somerst,42.04669696520432,-93.6405657748209,227875
688,Somerst,42.05093064327619,-93.64069691167047,148800
689,StoneBr,42.05820798530181,-93.62846227523939,392000
690,NridgHt,42.06222742947945,-93.6543788137775,194700
691,CollgCr,42.0206838576109,-93.66507222600379,141000
692,NoRidge,42.053065507224474,-93.65079474270487,755000
693,Timber,41.998700439860755,-93.65143969735337,335000
694,OldTown,42.03006861633208,-93.61070268014798,108480
695,BrkSide,42.031253552675715,-93.62624688030259,141500
696,Timber,41.999700450254544,-93.64937376406172,176000
697,BrkSide,42.03000485126545,-93.62644217881618,89000
698,Edwards,42.022935403262515,-93.65831821325794,123500
699,Sawyer,42.03432446600786,-93.66956211380936,138500
700,Somerst,42.050007293047464,-93.64162905117446,196000
701,Timber,41.99968708767248,-93.6512624254676,312500
702,NWAmes,42.04469532538895,-93.62621341745486,140000
703,StoneBr,42.059938857703436,-93.63306614025991,361919
704,OldTown,42.031479162638426,-93.61658260056697,140000
705,CollgCr,42.0186957187251,-93.67041982021324,213000
706,IDOTRR,42.020201622952634,-93.62306932598452,55000
707,ClearCr,42.032484397794676,-93.65336796130859,302000
708,NridgHt,42.06059266617297,-93.65441750178144,254000
709,Gilbert,42.10842252671492,-93.65019925121699,179540
710,Sawyer,42.03216278211085,-93.67855783080306,109900
711,BrkSide,42.031962833222586,-93.6292117981465,52000
712,IDOTRR,42.01931242910525,-93.62415602682269,102776
713,StoneBr,42.06218060561346,-93.63273610572026,189000
714,BrkSide,42.02727378625776,-93.62684100522546,129000
715,Sawyer,42.034258452031814,-93.67367120904882,130500
716,NWAmes,42.0391030284209,-93.63031084055436,165000
717,OldTown,42.02872926664299,-93.620090214777,159500
718,NWAmes,42.04196915175694,-93.63118197652828,157000
719,NoRidge,42.049841783935136,-93.65084169497966,341000
720,CollgCr,42.01814029482947,-93.66911404924477,128500
721,StoneBr,42.056036298332735,-93.6308091502928,275000
722,CollgCr,42.01905867477099,-93.66201749295732,143000
723,NAmes,42.04750039359449,-93.62092311659676,124500
724,Edwards,42.02569419264327,-93.65297829040261,135000
725,Edwards,42.02292466852552,-93.6567478964915,320000
726,NAmes,42.047124224830185,-93.62037901507604,120500
727,Crawfor,42.01495644854039,-93.5948463153679,222000
728,CollgCr,42.020914157826745,-93.66121241601536,194500
729,NAmes,42.043643975806695,-93.62368473631413,110000
730,IDOTRR,42.0215371755999,-93.62386659918752,103000
731,StoneBr,42.05769294947521,-93.63069168547662,236500
732,Timber,42.00191719351843,-93.64575511124586,187500
733,CollgCr,42.01936480629168,-93.66401277251343,222500
734,Sawyer,42.03216998500195,-93.67172764874444,131400
735,Sawyer,42.034205857499586,-93.67099566606306,108000
736,OldTown,42.03350049327075,-93.61542678490754,163000
737,NAmes,42.039088201886216,-93.6186417897482,93500
738,Gilbert,42.11288677933687,-93.656204344034,239900
739,Edwards,42.0220705601514,-93.66172659832034,179000
740,CollgCr,42.021272782902344,-93.66611746945232,190000
741,OldTown,42.02799524849569,-93.6160563655212,132000
742,Sawyer,42.03531859407,-93.67440426862588,142000
743,SawyerW,42.03006108250529,-93.68322608719474,179000
744,Sawyer,42.033717199028615,-93.66961103014961,175000
745,StoneBr,42.06077494120318,-93.63483127150249,180000
746,NWAmes,42.03983790411001,-93.63279526695752,299800
747,Gilbert,42.11137538432275,-93.64962887464121,236000
748,OldTown,42.03095892294281,-93.6130284427026,265979
749,NoRidge,42.05319099801066,-93.65765201972434,260400
750,Edwards,42.021317299685386,-93.65455362398447,98000
751,OldTown,42.03185780937649,-93.6200668002544,96500
752,Gilbert,42.113855230659986,-93.65107261826086,162000
753,CollgCr,42.01977314320047,-93.66464437520926,217000
754,NridgHt,42.064348983805516,-93.65700961909407,275500
755,NAmes,42.04271923488263,-93.62518476391863,156000
756,Somerst,42.0494589281267,-93.64479205950313,172500
757,CollgCr,42.019462410569936,-93.66232410887258,212000
758,Sawyer,42.03628076069811,-93.67588812648395,158900
759,Somerst,42.048682745653394,-93.64614935041455,179400
760,NoRidge,42.04730871061435,-93.65079871210565,290000
761,NAmes,42.045551277062955,-93.61888038681745,127500
762,BrkSide,42.02963013689946,-93.62577069625318,100000
763,Somerst,42.046638492540445,-93.63565819150749,215200
764,NoRidge,42.05334756659646,-93.65285637941903,337000
765,Veenker,42.04001360699779,-93.64463105166267,270000
766,Somerst,42.050662179573365,-93.64490878699965,264132
767,NWAmes,42.04197521778826,-93.62747712878188,196500
768,Mitchel,41.98647008019235,-93.600811252226,160000
769,CollgCr,42.01899333634396,-93.666688095851,216837
770,StoneBr,42.05655574654223,-93.6328878643141,538000
771,Sawyer,42.033246495767806,-93.67146972874436,134900
772,Edwards,42.02370012706007,-93.66175525022865,102000
773,Edwards,42.026967597350136,-93.65447566202307,107000
774,NAmes,42.041497638675395,-93.61983273393996,114500
775,NridgHt,42.06123225733566,-93.64777217051571,395000
776,Mitchel,41.99228521302385,-93.6035296530313,162000
777,CollgCr,42.01939942787021,-93.6661720507118,221500
778,Sawyer,42.02964286196087,-93.67852880887538,142500
779,SawyerW,42.03546368592828,-93.68478215491484,144000
780,Mitchel,41.985844723769745,-93.60212508519082,135000
781,Gilbert,42.105891391413785,-93.64795899623348,176000
782,SawyerW,42.031781265833956,-93.68250722237929,175900
783,CollgCr,42.02213429508935,-93.666725401256,187100
784,Mitchel,41.99720389356118,-93.60692639199003,165500
785,OldTown,42.028788242774056,-93.6138623524502,128000
786,NWAmes,42.040985578455135,-93.63585818543572,161500
787,OldTown,42.02913438931088,-93.61782760806004,139000
788,SawyerW,42.0323702701881,-93.68474563796514,233000
789,OldTown,42.03229565140863,-93.61154037837203,107900
790,ClearCr,42.029657071268126,-93.66559867427382,187500
791,Blmngtn,42.060756694059535,-93.6430359813815,160200
792,Mitchel,41.99729529920102,-93.60547310487378,146800
793,NoRidge,42.05505506814361,-93.65767455940228,269790
794,Somerst,42.05290216786629,-93.6416100263371,225000
795,Gilbert,42.10842910721086,-93.65821440118641,194500
796,SawyerW,42.03496337178182,-93.67933665579258,171000
797,Sawyer,42.03114071313111,-93.67593046475898,143500
798,NAmes,42.04206737251209,-93.62462964779812,110000
799,NridgHt,42.0653934636169,-93.65251391163333,485000
800,SWISU,42.01387624031305,-93.66481911368422,175000
801,ClearCr,42.03461988505679,-93.66486860365583,200000
802,IDOTRR,42.02221482362904,-93.62105859040572,109900
803,CollgCr,42.018756291438855,-93.66909651315164,189000
804,NridgHt,42.06029029839557,-93.64991376255897,582933
805,NAmes,42.04248644896326,-93.61880720387894,118000
806,Somerst,42.048057352484754,-93.6411317551226,227680
807,NAmes,42.04593794169756,-93.62252674208356,135500
808,BrkSide,42.03408517061469,-93.62962077676877,223500
809,NAmes,42.040065674241276,-93.62474833636193,159950
810,OldTown,42.0314774746216,-93.61082749722112,106000
811,NWAmes,42.03975668348549,-93.63195332435505,181000
812,CollgCr,42.01899982855081,-93.66873415764606,144500
813,IDOTRR,42.02217133695978,-93.62261268085913,55993
814,NAmes,42.04444763705814,-93.62130700377233,157900
815,Edwards,42.021418209301785,-93.65355342379695,116000
816,CollgCr,42.020346652278114,-93.67096095466374,224900
817,NAmes,42.04449242108256,-93.61772107942714,137000
818,Mitchel,41.9874974449076,-93.61033100155028,271000
819,ClearCr,42.03471466205087,-93.66011339223888,155000
820,NridgHt,42.06047882582838,-93.6591077143378,224000
821,CollgCr,42.01895547340993,-93.67092431091518,183000
822,OldTown,42.0323774095728,-93.6121722736528,93000
823,Gilbert,42.10365904236097,-93.64340013375111,225000
824,SWISU,42.00714876692637,-93.65377109275833,139500
825,Somerst,42.054757618541736,-93.64692032028675,232600
826,NridgHt,42.05790756408151,-93.65194469286395,385000
827,BrkSide,42.02681223636832,-93.62574294993266,109500
828,SawyerW,42.03378720575316,-93.6824306735823,189000
829,ClearCr,42.03067985666066,-93.66760700801134,185000
830,Somerst,42.046683347124045,-93.64298819544659,147400
831,NAmes,42.04480474274784,-93.6170875560419,166000
832,Somerst,42.050849812077765,-93.64341374378132,151000
833,CollgCr,42.02000290296649,-93.6691458164144,237000
834,NAmes,42.04042642767289,-93.6192407027295,167000
835,NAmes,42.03972421802761,-93.61609206696693,139950
836,Sawyer,42.03368141118363,-93.67438570753315,128000
837,OldTown,42.033637971111666,-93.61449420983932,153500
838,BrDale,42.052558391477085,-93.6319000357161,100000
839,CollgCr,42.019664635326265,-93.66125076944279,144000
840,Edwards,42.022238850777235,-93.65178263237794,130500
841,SWISU,42.01362416217403,-93.66239408102834,140000
842,OldTown,42.029195733923025,-93.6195864109034,157500
843,NAmes,42.0408389008315,-93.6183358293166,174900
844,NAmes,42.0407351714204,-93.62148769507141,141000
845,OldTown,42.030135276360355,-93.61258448177722,153900
846,Sawyer,42.03621580346362,-93.67678312711527,171000
847,SawyerW,42.03647324484389,-93.68664427532045,213000
848,CollgCr,42.01906548682065,-93.67049367110872,133500
849,ClearCr,42.03078607258691,-93.6490195958034,240000
850,Veenker,42.040738557705566,-93.64356153721711,187000
851,CollgCr,42.02027547554834,-93.66104969553277,131500
852,Blmngtn,42.06030118476901,-93.63722243246218,215000
853,Crawfor,42.01836485924899,-93.59195685256078,164000
854,NAmes,42.04754722093696,-93.6171452882325,158000
855,Sawyer,42.03308126800078,-93.6771454754016,170000
856,Sawyer,42.0337525404007,-93.67173848452937,127000
857,CollgCr,42.02128122084659,-93.66458121560576,147000
858,Gilbert,42.111780501553184,-93.65345949166786,174000
859,NWAmes,42.04374435086177,-93.63370676548863,152000
860,NWAmes,42.04083770139124,-93.631461360393,250000
861,Crawfor,42.012933381198195,-93.59760914983539,189950
862,Sawyer,42.031060003743434,-93.677064870698,131500
863,SawyerW,42.03594904403047,-93.68298866880039,152000
864,NAmes,42.04712258254646,-93.62524274193723,132500
865,Somerst,42.05098653580885,-93.64573177035112,250580
866,NAmes,42.03990777121358,-93.62187377180534,148500
867,Timber,42.001065797944975,-93.64584412540746,248900
868,Sawyer,42.03047289167592,-93.67509432078208,129000
869,Gilbert,42.10318916069196,-93.64960637393104,169000
870,SawyerW,42.03429599230057,-93.67888121389477,236000
871,NAmes,42.04085115084903,-93.61562218598338,109500
872,CollgCr,42.01835294317362,-93.6652610238008,200500
873,NAmes,42.04513337369182,-93.61555134312653,116000
874,NAmes,42.047233844187595,-93.62352460986936,133000
875,OldTown,42.029170346759955,-93.61217170014852,66500
876,Somerst,42.04692354080666,-93.64750494643005,303477
877,Mitchel,41.985992792216805,-93.606802270453,132250
878,NridgHt,42.06235623812393,-93.6513147774829,350000
879,Sawyer,42.033130945411465,-93.67241907484463,148000
880,CollgCr,42.017779328720955,-93.66828689034456,136500
881,Edwards,42.02211067784027,-93.65827685410044,157000
882,Timber,41.99738921172478,-93.65010219056178,187500
883,Gilbert,42.1071716216172,-93.65743141316749,178000
884,SWISU,42.01268884426556,-93.66400641997355,118500
885,NAmes,42.0434672136815,-93.61932686570167,100000
886,Somerst,42.04800838746776,-93.64678148699221,328900
887,NAmes,42.04662282327908,-93.6250441106566,145000
888,Edwards,42.02173499040599,-93.65238821084134,135500
889,NAmes,42.04482773349059,-93.622409497476,268000
890,NAmes,42.047228664565935,-93.61652761539078,149500
891,NAmes,42.04312624142421,-93.6157067358819,122900
892,Sawyer,42.033629952363896,-93.67710887109311,172500
893,Sawyer,42.03496967758245,-93.67009888022038,154500
894,Sawyer,42.03582703437337,-93.67075982874522,165000
895,SawyerW,42.03490895944991,-93.68258144255488,118858
896,NAmes,42.045171921868,-93.62134747222058,140000
897,IDOTRR,42.01972144401759,-93.61923030201308,106500
898,SawyerW,42.03464203010513,-93.6841143820634,142953
899,NridgHt,42.05938678903023,-93.65573074004209,611657
900,Sawyer,42.03220037023083,-93.67493594540245,135000
901,NAmes,42.04112168952282,-93.62186619888804,110000
902,NAmes,42.04075264739225,-93.61727202435577,153000
903,Gilbert,42.097136811067685,-93.64928995112237,180000
904,Gilbert,42.11279835633377,-93.64799167301595,240000
905,Sawyer,42.035458414770254,-93.6729860716894,125500
906,NAmes,42.03968034574615,-93.61818734847826,128000
907,Somerst,42.05371154598442,-93.64333814802188,255000
908,Crawfor,42.011417352951405,-93.60462042664047,250000
909,Mitchel,41.99375791929966,-93.60420447650185,131000
910,Gilbert,42.10434905670106,-93.64839206679939,174000
911,NAmes,42.04195055176993,-93.61994030727664,154300
912,CollgCr,42.017501856233515,-93.66583354426605,143500
913,BrkSide,42.03415513416714,-93.62764172915637,88000
914,Crawfor,42.00626274675555,-93.6085791539109,145000
915,Somerst,42.049436703631606,-93.63846988174066,173733
916,MeadowV,41.9923362562788,-93.6017071505461,75000
917,IDOTRR,42.01979963116146,-93.62002054404884,35311
918,Edwards,42.022073916963514,-93.65755426950219,135000
919,SawyerW,42.03062952787738,-93.6804866264441,238000
920,NAmes,42.04640425769437,-93.6235400647574,176500
921,SawyerW,42.035510731464825,-93.68090715848423,201000
922,Edwards,42.02216928227602,-93.65255723602716,145900
923,Gilbert,42.10011418539996,-93.63706511035592,169990
924,SawyerW,42.035913702789706,-93.67916972347413,193000
925,NWAmes,42.039708822056646,-93.63068139588977,207500
926,NWAmes,42.04240593567811,-93.63346033813222,175000
927,NridgHt,42.06231663623408,-93.64753301923862,285000
928,NWAmes,42.0418941194206,-93.6288834806886,176000
929,CollgCr,42.021503065423474,-93.66668916379196,236500
930,Gilbert,42.10079194913372,-93.643196957052,222000
931,Timber,42.00182016569805,-93.64183877298453,201000
932,NAmes,42.044800424496515,-93.61436094612256,117500
933,Somerst,42.046932466829745,-93.64871105196008,320000
934,CollgCr,42.01970382203937,-93.66962700348635,190000
935,NAmes,42.042299253362124,-93.61549156500254,242000
936,BrkSide,42.03037415170251,-93.62864326077653,79900
937,SawyerW,42.02881032268481,-93.68462466056076,184900
938,Somerst,42.05473579700736,-93.6489799985482,253000
939,CollgCr,42.02151065244221,-93.66489949503017,239799
940,ClearCr,42.02954485839744,-93.66391231460858,244400
941,Mitchel,41.98755425552269,-93.60227459513818,150900
942,Gilbert,42.10575715906637,-93.64507080765154,214000
943,Edwards,42.02284322309608,-93.65519278689182,150000
944,Mitchel,41.989119438725275,-93.60322183872093,143000
945,Timber,42.00182728040172,-93.64963856026532,137500
946,OldTown,42.0323584723613,-93.61594881393742,124900
947,NAmes,42.043220150201044,-93.6145678348304,143000
948,Timber,42.00105279731842,-93.65023730315471,270000
949,CollgCr,42.021318744117515,-93.65991312197221,192500
950,NWAmes,42.04031226800821,-93.62743717153593,197500
951,NAmes,42.0388626540899,-93.61396339200107,129000
952,SawyerW,42.03350985020881,-93.68471049349331,119900
953,CollgCr,42.020616403083196,-93.66673822950935,133900
954,Mitchel,41.99188297691625,-93.60939254105116,172000
955,Edwards,42.023717456498936,-93.65562352814524,127500
956,Crawfor,42.0067122810299,-93.60448298962936,145000
957,Blueste,42.01039193212124,-93.6479510137824,124000
958,Sawyer,42.0352196925102,-93.67729992828234,132000
959,CollgCr,42.01931402580751,-93.66534473632908,185000
960,Somerst,42.04934966263751,-93.64782062093725,155000
961,BrkSide,42.03368059082358,-93.62907634148323,116500
962,NWAmes,42.038730873101855,-93.62897559318307,272000
963,NPkVill,42.0480507919537,-93.62405647665007,155000
964,CollgCr,42.01900442156225,-93.66405112217352,239000
965,Timber,41.99998661475841,-93.6435875070052,214900
966,Gilbert,42.10357816672435,-93.65435345699647,178900
967,Crawfor,42.01474468516163,-93.60757001361189,160000
968,NAmes,42.04278225732903,-93.61763946537278,135000
969,OldTown,42.029235156140516,-93.61381899027973,37900
970,NAmes,42.040806657924726,-93.62095769599652,140000
971,NAmes,42.043081975079104,-93.62147635469567,135000
972,NridgHt,42.063110780454124,-93.66228546836919,173000
973,SawyerW,42.03475539978373,-93.68662938565265,99500
974,Somerst,42.04876600681103,-93.64144173695792,182000
975,BrkSide,42.0330255003104,-93.62736924136377,167500
976,Somerst,42.04726586944444,-93.64608011512998,165000
977,BrkSide,42.027210628959054,-93.62586670253155,85500
978,Somerst,42.04558139439272,-93.63600985586682,199900
979,Edwards,42.02333180203398,-93.65176983958818,110000
980,Sawyer,42.02996095363568,-93.67654538131228,139000
981,NAmes,42.04387543615978,-93.62186029223358,178400
982,NoRidge,42.05416207771819,-93.65208744632105,336000
983,Blmngtn,42.06243080730219,-93.63590831377446,159895
984,CollgCr,42.020959970191726,-93.66169971929092,255900
985,Mitchel,41.98937121563273,-93.60650348987588,126000
986,Edwards,42.02144372469058,-93.6571095867461,125000
987,OldTown,42.029771237848394,-93.61682178540399,117000
988,NridgHt,42.06555209251708,-93.66085348245724,395192
989,NWAmes,42.040957856183574,-93.63437980591786,195000
990,Somerst,42.050927114152806,-93.63971809046564,197000
991,NoRidge,42.04712722489277,-93.65494961979407,348000
992,OldTown,42.03317935863412,-93.619631851858,168000
993,NAmes,42.042010118272756,-93.61930826389121,187000
994,CollgCr,42.01848738811455,-93.66586844101016,173900
995,NridgHt,42.057912155930524,-93.65549391342918,337500
996,BrkSide,42.03365612764801,-93.62962272236626,121600
997,NAmes,42.038784115913245,-93.61457816302564,136500
998,NWAmes,42.04036103716149,-93.62576401902878,185000
999,IDOTRR,42.02061594804873,-93.62179262775427,91000
1000,CollgCr,42.02185121990621,-93.66616084010255,206000
1001,Edwards,42.02225780828502,-93.65497695467478,82000
1002,OldTown,42.03092375841459,-93.6194942396717,86000
1003,Somerst,42.04701380363978,-93.63668391516991,232000
1004,NWAmes,42.04322725883552,-93.63275775243395,136905
1005,Blmngtn,42.05668677643439,-93.63999757895562,181000
1006,CollgCr,42.018854674977405,-93.66233757012988,149900
1007,NAmes,42.04478473195387,-93.62353280033815,163500
1008,MeadowV,41.99122347458083,-93.60377820798008,88000
1009,Mitchel,41.9922271477693,-93.60527282470835,240000
1010,SWISU,42.01120066897087,-93.66075555971325,102000
1011,Sawyer,42.03200703368653,-93.6765269783241,135000
1012,Edwards,42.0244888839165,-93.65177474773274,100000
